id,variant_id,product_name,product_type,product_code,sku,category,brand,price,cost_price,base_unit,unit_quantity,tax_rate (%),product_description,variant_name,variant_sku,variant_product_code,variant_cost_price,variant_price,variant_qty,variant_status
277,32,Double Bow Stripe Blouse - Red / Red,variable,2381270368,VCBBL0172-RED,Blouse,Pamaruay,4290,3500,pcs,10,0,1 Brown Blouse Damage,Red / Red,VCBBL0172-RED,5703949286,3500,4290,2,1
277,33,Double Bow Stripe Blouse - Red / White,variable,2381270368,VCBBL0172-PIN,Blouse,Pamaruay,4290,3500,pcs,10,0,1 Brown Blouse Damage,Red / White,VCBBL0172-PIN,7055680677,3500,4290,4,1
277,34,Double Bow Stripe Blouse - Red / Black,variable,2381270368,VCBBL0172-BLU,Blouse,Pamaruay,4290,3500,pcs,10,0,1 Brown Blouse Damage,Red / Black,VCBBL0172-BLU,0393945816,3500,4290,1,1
277,35,Double Bow Stripe Blouse - White / Red,variable,2381270368,VCBBL0172-BRW,Blouse,Pamaruay,4290,3500,pcs,10,0,1 Brown Blouse Damage,White / Red,VCBBL0172-BRW,7236287229,3500,4290,3,1
278,,Stitched Memories Blouse,single,5461929833,VLBBL0173,Blouse,MEOW DAM,5190,4500,pcs,7,0,,,,,,,,
279,,Doodle Day Denim Blouse,single,5264997866,VCBBL0174,laxary,MEOW DAM,4990,3500,pcs,7,0,,,,,,,,
280,,Bear Print Shortie Set,single,6041363074,VCBNW001,Night Wear,Vyla,4590,3500,pcs,12,0,,,,,,,,
281,,Sweet Dreams Short Set,single,7397008810,VCBNW002,Night Wear,Vyla,4190,3500,pcs,5,0,,,,,,,,
282,,Classic Frill Trim Nightie,single,1805384709,VCBNW003,Night Wear,Vyla,4290,4290,pcs,12,0,,,,,,,,
283,,Classic Print Nightie,single,4336200832,VCBNW004,Night Wear,Vyla,3890,2500,pcs,6,0,,,,,,,,
284,,Ruffle Hem Bear Sleep Wear,single,4851513648,VCBNW005,Night Wear,Vyla,4790,3500,pcs,12,0,,,,,,,,
285,,Cute Character PJ Set,single,4877145431,VCBNW006,Night Wear,Vyla,4690,3500,pcs,12,0,,,,,,,,
286,,Elegant Floral Nightwear,single,9801504053,VCBNW007,Night Wear,Vyla,4990,4000,pcs,5,0,,,,,,,,
287,,Pink Bloom Long Sleeve Set,single,2800264904,VCBNW008,Night Wear,Vyla,4690,3500,pcs,2,0,,,,,,,,
288,,Sunny Frill Lounge Set,single,3316086131,VCBNW009,Night Wear,Vyla,4290,3500,pcs,12,0,,,,,,,,
289,,Dolphin Short,single,8406690908,VCBST0173,Short,Vyla,1190,800,pcs,41,0,,,,,,,,
290,,Long Sleeve Bear Print Set,single,3809986818,VCBNW010,Night Wear,Vyla,4590,3500,pcs,5,0,,,,,,,,
291,,Floral Ruffle Nightshirt,single,3273057450,VCBNW011,Night Wear,Vyla,4790,4000,pcs,12,0,,,,,,,,
292,,Good Luck Bear PJ Set,single,7445340214,VCBNW012,Night Wear,Vyla,4290,3500,pcs,5,0,,,,,,,,
293,,Mickey Heart Cami Set,single,7012491925,VCBNW013,Night Wear,Vyla,3490,2500,pcs,9,0,,,,,,,,
294,,Teddy Patch Sleep Dress,single,2600790516,VCBNW014,Night Wear,Vyla,3690,3000,pcs,12,0,,,,,,,,
295,73,Puppy Patch Sleep Wear - Red,variable,8392296145,VCBNW015-RED,Night Wear,Vyla,4190,2800,pcs,12,0,,Red,VCBNW015-RED,3260891075,4500,4190,3,1
295,74,Puppy Patch Sleep Wear - White,variable,8392296145,VCBNW015-BLU,Night Wear,Vyla,4190,2800,pcs,12,0,,White,VCBNW015-BLU,9028643648,4500,4190,3,1
295,75,Puppy Patch Sleep Wear - Black,variable,8392296145,VCBNW015-BLA,Night Wear,Vyla,4190,2800,pcs,12,0,,Black,VCBNW015-BLA,6174328239,4500,4190,6,1
296,,Sweet Love Sleep Dress,single,6147717864,VCBNW016,Night Wear,Vyla,2990,2000,pcs,3,0,,,,,,,,
297,,Rose Mini Flower Night Dress,single,6103121816,VCBNW017,Night Wear,SK,2890,2000,pcs,12,0,,,,,,,,
298,,Striped Night Shirt,single,6566741915,VCBNW018,Night Wear,Vyla,3590,2500,pcs,23,0,,,,,,,,
299,,Playful Print Set,single,2310994890,VCBNW019,Night Wear,Vyla,4590,3800,pcs,6,0,,,,,,,,
300,,Checkered Teddy Night Dress,single,4096327471,VCBNW020,Night Wear,Vyla,3490,3000,pcs,12,0,,,,,,,,
302,,Teddy Bear PJ Set,single,9963564696,VCBNW022,Night Wear,Vyla,4890,4000,pcs,2,0,,,,,,,,
303,,Pink Floral Night Wear,single,6459001707,VCBNW023,Night Wear,SK,2890,2000,pcs,5,0,,,,,,,,
304,,Sunny Pup Night Wear,single,9561138593,VCBNW024,Night Wear,Vyla,3590,2500,pcs,12,0,,,,,,,,
305,,Wildflower Meadow Blouse,single,0815970609,VCBBL0173,Blouse,Paradise,3190,2500,pcs,9,0,,,,,,,,
306,,Muse Crop Top,single,5830995137,VCBCT0174,Crop Top,OVERSIZE,2690,2000,pcs,5,0,,,,,,,,
307,,NY Varsity Crop Top,single,5453262727,VCBCT0170,Crop Top,OVERSIZE,3490,2500,pcs,5,0,,,,,,,,
308,,Victory Lane Jersey Crop Top,single,0128258006,VCBCT0171,Crop Top,OVERSIZE,3490,2500,pcs,10,0,,,,,,,,
309,,Coastal Lounge Set #,single,9503962059,VLBFK0171,laxary,Vyla,6990,5500,pcs,7,0,,,,,,,,
310,,Oxford Street Blouse,single,1993945578,VLBBL0174,laxary,Vyla,4690,3500,pcs,13,0,,,,,,,,
311,,Honey Kitten Tee,single,2239336589,VCBTS0174,T Shirt,Vyla,2690,2000,pcs,8,0,,,,,,,,
312,,Pistachio Pixie Tee,single,7725624999,VCBTS0175,T Shirt,Vyla,2690,2000,pcs,7,0,,,,,,,,
313,,Floral Ruffle Skirt *,single,5179102368,VCSSK004,Skirt,Vyla,4190,3200,pcs,61,0,Size check 04,,,,,,,
315,,Rose Patterned Midi Dress #*,single,1846833102,VLSFR0173,Viola Frock,Vyla,5890,4200,pcs,49,0,Size check 04,,,,,,,
316,,Rose Print Sleeveless Midi Dress #*,single,3103998509,VLSFR0174,Viola Frock,Vyla,5890,5200,pcs,33,0,Size check 04,,,,,,,
317,,Rebel Ruffle Crop Top,single,6724825370,VLBCT010,Crop Top,Vyla,3890,3000,pcs,17,0,,,,,,,,
318,,One Shoulder Ruffle Blouse,single,5330223904,VCBBL0171,Blouse,Vyla,4290,3200,pcs,1,0,,,,,,,,
319,,Chloe Blouse #,single,1394301031,VCBBL0175,white blouse,Chompoo,4890,3500,pcs,7,0,1Pcs Damage,,,,,,,
320,,Lily Blouse #,single,9700958643,VCBBL0176,white blouse,Chompoo,4690,3200,pcs,4,0,,,,,,,,
321,,Daisy Daydream Blouse,single,2319554748,VLBBL0177,Blouse,Vyla,5190,4500,pcs,0,0,,,,,,,,
322,130,Crimson Chevron Blouse - Red,variable,9431752432,VCBBL0178-PIN,laxary,Vyla,5490,3500,pcs,6,0,,Red,VCBBL0178-PIN,6372081375,3500,5190,1,1
322,131,Crimson Chevron Blouse - White,variable,9431752432,VCBBL0178-WHI,laxary,Vyla,5490,3500,pcs,6,0,,White,VCBBL0178-WHI,1980200842,3500,5190,2,1
322,132,Crimson Chevron Blouse - Black,variable,9431752432,VCBBL0178-BLA,laxary,Vyla,5490,3500,pcs,6,0,,Black,VCBBL0178-BLA,0631611537,3500,5190,2,1
322,133,Crimson Chevron Blouse - Red / Red,variable,9431752432,VCBBL0178-CRM,laxary,Vyla,5490,3500,pcs,6,0,,Red / Red,VCBBL0178-CRM,1322296578,3500,5190,2,1
323,,Autumn Spice Maxi,single,8223331737,VCBNW025,Night Wear,Vyla,2290,1500,pcs,12,0,,,,,,,,
324,,Double Strap Printed Maxi,single,6441442684,VCBNW026,Night Wear,Vyla,2190,1500,pcs,20,0,,,,,,,,
325,134,Mustard Open Back Top - Red / Red,variable,5250822968,VLBCR0176-RED,Crop Top,Vyla,4290,3200,pcs,17,0,,Red / Red,VLBCR0176-RED,5648201818,3200,4290,2,1
325,135,Mustard Open Back Top - Red / White,variable,5250822968,VLBCR0176-BRW,Crop Top,Vyla,4290,3200,pcs,17,0,,Red / White,VLBCR0176-BRW,6846639552,3200,4290,3,1
325,136,Mustard Open Back Top - Red / Black,variable,5250822968,VLBCR0176-ORG,Crop Top,Vyla,4290,3200,pcs,17,0,,Red / Black,VLBCR0176-ORG,8112040148,3200,4290,1,1
325,137,Mustard Open Back Top - White / Red,variable,5250822968,VLBCR0176-YEL,Crop Top,Vyla,4290,3200,pcs,17,0,,White / Red,VLBCR0176-YEL,8288263773,3200,4290,3,1
325,138,Mustard Open Back Top - White / White,variable,5250822968,VLBCR0176-BLU,Crop Top,Vyla,4290,3200,pcs,17,0,,White / White,VLBCR0176-BLU,5222195090,3200,4290,3,1
325,139,Mustard Open Back Top - White / Black,variable,5250822968,VLBCR0176-GRE,Crop Top,Vyla,4290,3200,pcs,17,0,,White / Black,VLBCR0176-GRE,9025926881,3200,4290,2,1
325,140,Mustard Open Back Top - Black / Red,variable,5250822968,VLBCR0176-GRY,Crop Top,Vyla,4290,3200,pcs,17,0,,Black / Red,VLBCR0176-GRY,9224858372,3200,4290,3,1
326,141,Teal Drawstring Dress @ - Red,variable,1994959658,VLBFR0176-RED,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",Red,VLBFR0176-RED,4440723409,6500,7890,4,1
326,142,Teal Drawstring Dress @ - White,variable,1994959658,VLBFR0176-GRY,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",White,VLBFR0176-GRY,8106559237,6500,7890,1,1
326,143,Teal Drawstring Dress @ - Black,variable,1994959658,VLBFR0176-ORG,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",Black,VLBFR0176-ORG,9902516431,6500,7890,3,1
326,144,Teal Drawstring Dress @ - Red / Red,variable,1994959658,VLBFR0176-BRW,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",Red / Red,VLBFR0176-BRW,8199479401,6500,7890,2,1
326,145,Teal Drawstring Dress @ - Red / White,variable,1994959658,VLBFR0176-PUR,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",Red / White,VLBFR0176-PUR,7248526171,6500,7890,3,1
326,146,Teal Drawstring Dress @ - Red / Black,variable,1994959658,VLBFR0176-LIG BLU,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",Red / Black,VLBFR0176-LIG BLU,7591560670,6500,7890,2,1
326,147,Teal Drawstring Dress @ - White / Red,variable,1994959658,VLBFR0176-DAR BLU,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",White / Red,VLBFR0176-DAR BLU,3133086685,6500,7890,2,1
326,148,Teal Drawstring Dress @ - White / White,variable,1994959658,VLBFR0176-GRE,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",White / White,VLBFR0176-GRE,0774374458,6500,7890,4,1
326,149,Teal Drawstring Dress @ - White / Black,variable,1994959658,VLBFR0176-HIG GRE,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",White / Black,VLBFR0176-HIG GRE,5678988944,6500,7890,1,1
326,150,Teal Drawstring Dress @ - Black / Red,variable,1994959658,VLBFR0176-LIG GRE,laxary,Vyla,9890,6500,pcs,27,0,"
Quntity 26.. Re make",Black / Red,VLBFR0176-LIG GRE,1961749215,6500,7890,4,1
327,,Minimalist Stitch Frock,single,0915132052,VLBFR0177,laxary,Vyla,9490,6200,pcs,11,0,,,,,,,,
328,,Daisy Lace Skirt,single,6676179962,VLBSK0175,laxary,JR Fashion,6290,4200,pcs,8,0,,,,,,,,
329,,Denim Drift Skirt,single,1211377364,VLBSK0176,Skirt,JR Fashion,6590,4200,pcs,0,0,,,,,,,,
330,,Linen Ease Set,single,7752916797,VLBFK0177,laxary,Preeya Closet,7890,6500,pcs,15,0,,,,,,,,
331,,Classic Midi Skirt,single,0439152222,VLBSK0177,Skirt,TAT,5990,4200,pcs,13,0,,,,,,,,
332,,Heritage Belted Skirt,single,6837214314,VLBSK0178,Skirt,TAT,5990,4300,pcs,2,0,,,,,,,,
333,,Utility Belted Trouser,single,9678837148,VLBPT001,Pants,TAT,6290,4300,pcs,0,0,,,,,,,,
334,,Oasis Cami Set,single,8997414113,VCBFK0170,laxary,Vyla,5490,4500,pcs,14,0,,,,,,,,
335,,Mono Swirl Set,single,5835884909,VCBFK0175,laxary,Vyla,5290,4000,pcs,2,0,,,,,,,,
336,,Optical Oasis Frock,single,7913966243,VCBFR0171,Frock,Vyla,5890,4200,pcs,6,0,,,,,,,,
337,,Botanical Breeze Frock,single,6923691684,VCBFR0172,Frock,Vyla,5990,4100,pcs,8,0,,,,,,,,
338,,Midi Skirt With Chain Belt,single,9212994767,VCBSK0171,Skirt,YG Fashion,4790,3200,pcs,2,0,,,,,,,,
339,,Onyx Overlay Skirt,single,2772731793,VLBSK0179,Skirt,TAT,4290,3200,pcs,5,0,,,,,,,,
340,,Classic Beige Mini Skirt,single,6757729511,VLBSK0180,Skirt,TAT,4190,3200,pcs,4,0,,,,,,,,
341,,Casual Pleated Skirt,single,8719286115,VLBSK0181,Skirt,TAT,4290,2500,pcs,6,0,,,,,,,,
342,,Casual Yellow Patterned Pants,single,4653658119,VCBPN001,Pants,Fashion Shopping,5190,3200,pcs,4,0,,,,,,,,
343,,Casual Floral Long Pants,single,7363353978,VCBPN0170,Pants,Fashion Shopping,5190,4200,pcs,3,0,,,,,,,,
344,,Casual Striped Button Down Set #,single,9937385943,VLBFK0172,laxary,Vyla,9890,6500,pcs,6,0,,,,,,,,
345,,Renita Shorts,single,8409347898,VCBST001,Short,Renita,2790,2000,pcs,16,0,,,,,,,,
346,,Scarf *,single,6252635618,VCBSF001,Scarf,THAILAND,1890,1200,pcs,10,0,1 pec damage *,,,,,,,
347,,Bathik Jump Suit,single,6276657432,VCBJS001,Jump Suit,Vyla,4190,3400,pcs,0,0,,,,,,,,
348,,Check Mini Skirt,single,0291788761,VCBSK001,Skirt,Vyla,2190,1500,pcs,0,0,,,,,,,,
349,,Indigo Moonrise Frock,single,6871253201,VCBFR001,Frock,Vyla,4190,3200,pcs,0,0,,,,,,,,
351,,Baby Pink Set,single,2625397582,VCIST001,Short,Vyla,5290,4200,pcs,1,0,,,,,,,,
352,,Bloom Net Frock,single,8223181206,VCIFR002,Frock,Vyla,6990,5200,pcs,1,0,,,,,,,,
353,,White Kurta,single,9518950664,VCBKT001,Kurtha Top,Vyla,3990,2500,pcs,1,0,,,,,,,,
354,,Denim Skirt,single,3538068143,VCISK001,Skirt,Vyla,4790,3500,pcs,1,0,,,,,,,,
355,,Stitch Bags,single,1706195220,VCUBA001,Bags,Vyla,2490,1800,pcs,17,0,,,,,,,,
356,,Sleeveless White Frock,single,9566951522,VCIFR001,laxary,Vyla,8790,4500,pcs,1,0,,,,,,,,
358,,Embroider Pink Saree,single,4528592843,VSIS002,Saree,Vyla,6790,5000,unit,1,0,,,,,,,,
365,,Max T Shirt,single,8127907715,VCITS001,T Shirt,MAX,2490,1500,pcs,2,0,,,,,,,,
366,,Kurta & Bottom,single,2326018222,VSIKT001,Kurtha Top,Vyla,7990,6500,pcs,2,0,,,,,,,,
367,,Smorking Long Jacket,single,3578906629,VCIJA001,Jacket,Vyla,4690,3500,pcs,0,0,,,,,,,,
368,,Tunic Blouse,single,9122134532,VCIBL001,laxary,Vyla,5690,3200,pcs,1,0,,,,,,,,
370,,Leather Bag,single,7490379665,VCBBA001,Bags,Vyla,4300,4300,pcs,1,0,,,,,,,,
371,170,Pastel Butterfly T shirt - XXL,variable,6284651953,VCITS002-XXL,T Shirt,KHOKO,2290,1500,pcs,10,0,ARUN,XXL,VCITS002-XXL,1287362984,1500,2290,2,1
371,171,Pastel Butterfly T shirt - XL,variable,6284651953,VCITS002-XL,T Shirt,KHOKO,2290,1500,pcs,10,0,ARUN,XL,VCITS002-XL,2567884194,1500,2290,1,1
371,172,Pastel Butterfly T shirt - L,variable,6284651953,VCITS002-L,T Shirt,KHOKO,2290,1500,pcs,10,0,ARUN,L,VCITS002-L,8695757446,1500,2290,2,1
371,173,Pastel Butterfly T shirt - M,variable,6284651953,VCITS002-M,T Shirt,KHOKO,2290,1500,pcs,10,0,ARUN,M,VCITS002-M,2899404203,1500,2290,2,1
371,174,Pastel Butterfly T shirt - S,variable,6284651953,VCITS002-S,T Shirt,KHOKO,2290,1500,pcs,10,0,ARUN,S,VCITS002-S,4111111333,1500,2290,2,1
371,175,Pastel Butterfly T shirt - XXL / XXL,variable,6284651953,VCITS002-XXL-XXL,T Shirt,KHOKO,2290,1500,pcs,10,0,ARUN,XXL / XXL,VCITS002-XXL-XXL,5097381485,1500,2290,1,1
372,176,Nautical Anchor T Shirt - XXL,variable,5951338181,VCITS003-XXL,T Shirt,KHOKO,2490,1500,pcs,10,0,ARUN,XXL,VCITS003-XXL,1371939843,1500,2490,1,1
372,177,Nautical Anchor T Shirt - XL,variable,5951338181,VCITS003-XL,T Shirt,KHOKO,2490,1500,pcs,10,0,ARUN,XL,VCITS003-XL,5334468946,1500,2490,2,1
372,178,Nautical Anchor T Shirt - L,variable,5951338181,VCITS003-L,T Shirt,KHOKO,2490,1500,pcs,10,0,ARUN,L,VCITS003-L,7613494065,1500,2490,2,1
372,179,Nautical Anchor T Shirt - M,variable,5951338181,VCITS003-M,T Shirt,KHOKO,2490,1500,pcs,10,0,ARUN,M,VCITS003-M,2909176348,1500,2490,1,1
372,180,Nautical Anchor T Shirt - S,variable,5951338181,VCITS003-S,T Shirt,KHOKO,2490,1500,pcs,10,0,ARUN,S,VCITS003-S,1987518632,1500,2490,2,1
372,181,Nautical Anchor T Shirt - XXL / XXL,variable,5951338181,VCITS003-XXL-XXL,T Shirt,KHOKO,2490,1500,pcs,10,0,ARUN,XXL / XXL,VCITS003-XXL-XXL,8980621622,1500,2490,1,1
373,,Snow White Cartoon T Shirt *,single,0316480131,VCITS004,T Shirt,Disney,3290,2200,pcs,9,0,"ARUN
1 pec damage *",,,,,,,
374,187,Blue Graphic T Shirt - XXL,variable,0086896221,VCITS005-XXL,T Shirt,KHOKO,1990,1000,pcs,10,0,ARUN,XXL,VCITS005-XXL,9458950218,1000,1990,1,1
374,188,Blue Graphic T Shirt - XL,variable,0086896221,VCITS005-XL,T Shirt,KHOKO,1990,1000,pcs,10,0,ARUN,XL,VCITS005-XL,5256681837,1000,1990,1,1
374,189,Blue Graphic T Shirt - L,variable,0086896221,VCITS005-L,T Shirt,KHOKO,1990,1000,pcs,10,0,ARUN,L,VCITS005-L,8664341123,1000,1990,1,1
374,190,Blue Graphic T Shirt - M,variable,0086896221,VCITS005-M,T Shirt,KHOKO,1990,1000,pcs,10,0,ARUN,M,VCITS005-M,0545625458,1000,1990,3,1
374,191,Blue Graphic T Shirt - S,variable,0086896221,VCITS005-S,T Shirt,KHOKO,1990,1000,pcs,10,0,ARUN,S,VCITS005-S,8405873508,1000,1990,3,1
374,192,Blue Graphic T Shirt - XXL / XXL,variable,0086896221,VCITS005-3XL,T Shirt,KHOKO,1990,1000,pcs,10,0,ARUN,XXL / XXL,VCITS005-3XL,2416281734,1000,1990,1,1
375,,Timon Less Trio T Shirt,single,0881132710,VCITS006,T Shirt,Disney,2890,2000,pcs,10,0,ARUN,,,,,,,
376,198,Costal Pinstripe Shorts - XXL,variable,9016917974,VCIST002-XXL,Short,ZIVAME,2490,1800,pcs,11,0,ARUN,XXL,VCIST002-XXL,5699709814,1800,2490,2,1
376,199,Costal Pinstripe Shorts - XL,variable,9016917974,VCIST002-XL,Short,ZIVAME,2490,1800,pcs,11,0,ARUN,XL,VCIST002-XL,3649259438,1800,2490,2,1
376,200,Costal Pinstripe Shorts - M,variable,9016917974,VCIST002-M,Short,ZIVAME,2490,1800,pcs,11,0,ARUN,M,VCIST002-M,3098680824,1800,2490,4,1
376,201,Costal Pinstripe Shorts - S,variable,9016917974,VCIST002-S,Short,ZIVAME,2490,1800,pcs,11,0,ARUN,S,VCIST002-S,2462505486,1800,2490,3,1
376,754,Costal Pinstripe Shorts - L,variable,9016917974,VCIST002-L,Short,ZIVAME,2490,1800,pcs,11,0,ARUN,L,VCIST002-L,5786599211,1800,2490,1,1
377,,Serene Sage Pleated T Shirt,single,1766869335,VCITS007,T Shirt,BELOVED,2190,1500,pcs,9,0,ARUN,,,,,,,
378,,Coral Bloom Lounge Dress,single,9968782683,VCIFR003,Frock,ZIVAME,5690,4500,pcs,8,0,ARUN,,,,,,,
379,209,Petal Crewneck T Shirt - XXL,variable,0847102430,VCITS008-XXL,T Shirt,WOMEN,2290,1500,pcs,9,0,ARUN damage 1 pec colour fade xxl,XXL,VCITS008-XXL,3887865303,1500,2290,3,1
379,210,Petal Crewneck T Shirt - XL,variable,0847102430,VCITS008-XL,T Shirt,WOMEN,2290,1500,pcs,9,0,ARUN damage 1 pec colour fade xxl,XL,VCITS008-XL,8562047346,1500,2290,2,1
379,211,Petal Crewneck T Shirt - L,variable,0847102430,VCITS008-L,T Shirt,WOMEN,2290,1500,pcs,9,0,ARUN damage 1 pec colour fade xxl,L,VCITS008-L,3410006035,1500,2290,2,1
379,212,Petal Crewneck T Shirt - S,variable,0847102430,VCITS008-S,T Shirt,WOMEN,2290,1500,pcs,9,0,ARUN damage 1 pec colour fade xxl,S,VCITS008-S,6716391499,1500,2290,2,1
380,,Cottage Dream Lace T Shirt,single,1102744987,VCITS009,T Shirt,WOMEN,2690,1800,pcs,10,0,ARUN,,,,,,,
381,,Casual Wear Light Pink T Shirt **,single,1579427336,VCITS010,T Shirt,KHOKO,2790,1500,pcs,8,0,"ARUN
2 PEC DAMAGE",,,,,,,
382,,Strap Floral Maxi #,single,0436159485,VCIFR004,Frock,NAFNAF,3790,2800,pcs,10,0,ARUN,,,,,,,
383,,Sage Lace Neck Ruffle Blouse,single,1298900345,VCIBL002,Blouse,BELOVED,3490,2500,pcs,9,0,ARUN,,,,,,,
384,231,NYC Olive T Shirt - XXL,variable,5060681946,VCITS011-XXL,T Shirt,KHOKO,2790,2000,pcs,10,0,ARUN,XXL,VCITS011-XXL,3733344288,2000,2790,2,1
384,232,NYC Olive T Shirt - XL,variable,5060681946,VCITS011-XL,T Shirt,KHOKO,2790,2000,pcs,10,0,ARUN,XL,VCITS011-XL,8885298821,2000,2790,1,1
384,233,NYC Olive T Shirt - L,variable,5060681946,VCITS011-L,T Shirt,KHOKO,2790,2000,pcs,10,0,ARUN,L,VCITS011-L,8803236542,2000,2790,2,1
384,234,NYC Olive T Shirt - M,variable,5060681946,VCITS011-M,T Shirt,KHOKO,2790,2000,pcs,10,0,ARUN,M,VCITS011-M,7083195566,2000,2790,2,1
384,235,NYC Olive T Shirt - S,variable,5060681946,VCITS011-S,T Shirt,KHOKO,2790,2000,pcs,10,0,ARUN,S,VCITS011-S,7899297470,2000,2790,1,1
384,236,NYC Olive T Shirt - XXL / XXL,variable,5060681946,VCITS011-3XL,T Shirt,KHOKO,2790,2000,pcs,10,0,ARUN,XXL / XXL,VCITS011-3XL,9980373695,2000,2790,1,1
385,237,Sassy Red Lace Crop Top - XL,variable,3977784808,VCICT002-XL,Crop Top,denek heaht,2590,2000,pcs,10,0,ARUN,XL,VCICT002-XL,2199142092,2000,2590,2,1
385,238,Sassy Red Lace Crop Top - L,variable,3977784808,VCICT002-L,Crop Top,denek heaht,2590,2000,pcs,10,0,ARUN,L,VCICT002-L,7536021467,2000,2590,2,1
385,239,Sassy Red Lace Crop Top - M,variable,3977784808,VCICT002-M,Crop Top,denek heaht,2590,2000,pcs,10,0,ARUN,M,VCICT002-M,1916553830,2000,2590,4,1
385,240,Sassy Red Lace Crop Top - S,variable,3977784808,VCICT002-S,Crop Top,denek heaht,2590,2000,pcs,10,0,ARUN,S,VCICT002-S,3917443506,2000,2590,2,1
386,,Sunny Slogan Nightwear,single,6151351782,VCINW001,Night Wear,Karelpiu,2990,2000,pcs,10,0,ARUN,,,,,,,
387,245,Check Shorts - XXL,variable,4086107717,VCIST003-XXL,Short,ZIVAME,2990,2000,pcs,10,0,ARUN,XXL,VCIST003-XXL,8283164444,2000,2990,4,1
387,246,Check Shorts - XL,variable,4086107717,VCIST003-XL,Short,ZIVAME,2990,2000,pcs,10,0,ARUN,XL,VCIST003-XL,0342620911,2000,2990,5,1
387,247,Check Shorts - S,variable,4086107717,VCIST003-S,Short,ZIVAME,2990,2000,pcs,10,0,ARUN,S,VCIST003-S,7040587664,2000,2900,1,1
388,248,White Eyelet Blouse - XXL,variable,7942182926,VCIBL003-XXL,Blouse,BELOVED,3590,2500,pcs,10,0,"ARUN add s 1 pec
Stors
Blouse box 01
No-388
07 pec",XXL,VCIBL003-XXL,8735981645,2500,3590,1,1
388,249,White Eyelet Blouse - XL,variable,7942182926,VCIBL003-XL,Blouse,BELOVED,3590,2500,pcs,10,0,"ARUN add s 1 pec
Stors
Blouse box 01
No-388
07 pec",XL,VCIBL003-XL,4133290935,2500,3590,2,1
388,250,White Eyelet Blouse - L,variable,7942182926,VCIBL003-L,Blouse,BELOVED,3590,2500,pcs,10,0,"ARUN add s 1 pec
Stors
Blouse box 01
No-388
07 pec",L,VCIBL003-L,9506921617,2500,3590,4,1
388,251,White Eyelet Blouse - M,variable,7942182926,VCIBL003-M,Blouse,BELOVED,3590,2500,pcs,10,0,"ARUN add s 1 pec
Stors
Blouse box 01
No-388
07 pec",M,VCIBL003-M,0345006273,2500,3590,2,1
388,759,White Eyelet Blouse - S,variable,7942182926,VCIBL003-S,Blouse,BELOVED,3590,2500,pcs,10,0,"ARUN add s 1 pec
Stors
Blouse box 01
No-388
07 pec",S,VCIBL003-S,7522828606,2500,3590,1,1
389,,Crochet Sleeve Blouse,single,3028785395,VCIBL004,Blouse,BELOVED,3490,2500,pcs,10,0,ARUN,,,,,,,
390,,White Ruffle Blouse,single,9825984325,VCIBL005,white blouse,BELOVED,3590,2200,pcs,10,0,ARUN,,,,,,,
391,,Smocked Waist Frock,single,6252332169,VCIFR005,Frock,Studio,2290,1500,pcs,10,0,ARUN,,,,,,,
392,,Sleeveless Cotton Nightie,single,2273739113,VCINW002,Night Wear,Vyla,2490,1800,pcs,19,0,Arun,,,,,,,
393,,Mariner Stripe Blouse #,single,9611324915,VCIBL006,Blouse,harbour 9,4790,4200,pcs,8,0,"ARUN
Stors 
Blouse box 01
No-393
5pec",,,,,,,
394,264,Casual Magenta Blouse - XL,variable,3063514131,VCIBL007-XL,Blouse,Weekend,2890,2000,pcs,10,0,,XL,VCIBL007-XL,5118427256,2000,2890,2,1
394,265,Casual Magenta Blouse - L,variable,3063514131,VCIBL007-L,Blouse,Weekend,2890,2000,pcs,10,0,,L,VCIBL007-L,8011599368,2000,2890,3,1
394,266,Casual Magenta Blouse - M,variable,3063514131,VCIBL007-M,Blouse,Weekend,2890,2000,pcs,10,0,,M,VCIBL007-M,2592582657,2000,2890,2,1
394,267,Casual Magenta Blouse - S,variable,3063514131,VCIBL007-S,Blouse,Weekend,2890,2000,pcs,10,0,,S,VCIBL007-S,3700885545,2000,2890,3,1
395,268,Red Cap Sleeve Blouse - XL,variable,1546977503,VCIBL008-XL,Blouse,George,3890,2500,pcs,10,0,,XL,VCIBL008-XL,9264243615,2500,3890,1,1
395,269,Red Cap Sleeve Blouse - L,variable,1546977503,VCIBL008-L,Blouse,George,3890,2500,pcs,10,0,,L,VCIBL008-L,6535758102,2500,3890,2,1
395,270,Red Cap Sleeve Blouse - M,variable,1546977503,VCIBL008-M,Blouse,George,3890,2500,pcs,10,0,,M,VCIBL008-M,2010301285,2500,3890,5,1
